user_id,Attrition
442,0.11882945662756401
1091,0.3570315413614068
981,0.2674893219899882
785,0.09076594308605009
1332,0.36501319602249793
501,0.24044147683000483
1058,0.09114429784923207
1253,0.08645261485778943
751,0.047267517105856284
122,0.21242785129386935
268,0.030748912402310955
940,0.4244784040595598
1125,0.06910688284506128
540,0.17420902398949745
1034,0.059680661338145334
432,0.10778267793933882
794,0.07809331389725989
666,0.11038232265858931
942,0.10723714797015724
1114,0.3285292139414623
853,0.1778086182305226
1330,0.024082415103610033
692,0.15557583733545105
548,0.1660885491709779
54,0.3572609869813731
319,0.1476161333056275
1147,0.22497818225258204
1235,0.05035145402212657
1436,0.37738577389073236
520,0.12044226560746346
983,0.050603367869800846
1347,0.046652577861981306
465,0.1439783803808107
966,0.0431013462199567
31,0.08722606180120754
420,0.06376759468962588
1462,0.115315858910034
1408,0.26112794471882955
89,0.05901805710171166
298,0.27978516074695886
875,0.052689127117911336
1385,0.08064065462741413
1430,0.03394211166167821
223,0.03675939092664339
1412,0.05776405966369225
1375,0.25974160388841827
4,0.3035148923202763
1174,0.05059920451159476
892,0.2674387620366645
34,0.2131134742235239
1310,0.07484530228336024
182,0.1803090053719805
467,0.16755972260238763
52,0.06418060254593856
1032,0.1136062585827864
142,0.08802352344238056
1440,0.1759197445072525
528,0.13030729912139674
629,0.14836714306024873
1051,0.2683693233632148
1269,0.07148204142364172
993,0.34085579077823247
526,0.0978960585848167
278,0.06683042719554239
887,0.23419046853391157
1275,0.07422414225605307
667,0.12062605270290117
792,0.1187838935088999
148,0.1263085186442976
1039,0.15994122266962485
1414,0.035647416679500096
474,0.4215453037425648
1341,0.28629420678178513
1158,0.2509694803795985
393,0.19001432152561717
965,0.30760167220028434
1397,0.24802743585734108
743,0.04678990394561528
980,0.35632218974093766
1410,0.07354171373233068
916,0.018676949690802833
1300,0.06528153950492237
642,0.21748911029660029
1064,0.08452674815049356
1318,0.11721008531203524
1247,0.09798964443450568
187,0.013367389313379526
1023,0.07965711839667047
1183,0.07714283558798245
1073,0.21452211223514822
1311,0.2875735034145336
9,0.25468738139011293
1019,0.36781968990643776
1180,0.23411896261616633
1405,0.05914966333334577
1120,0.3697740453337374
483,0.37430307557703574
310,0.23942126626947
722,0.14918803501563152
5,0.08589288197096955
482,0.18337980482655028
204,0.3079655389743554
1086,0.09946739625266737
376,0.11012147298349116
740,0.11490764720867463
299,0.08479746915473782
1218,0.06990719504745475
546,0.31519423234075017
1434,0.21955886172320074
1400,0.11042934975815229
302,0.07586146592447816
1096,0.015606084001514793
360,0.07967409453022357
1131,0.18585889576804254
191,0.1706404502681138
315,0.06396832046790374
211,0.040782096261295836
215,0.07225381651444227
279,0.027158013280539697
1179,0.07690844040919992
141,0.3200364295146092
1227,0.1420155693251301
641,0.10832891701698237
14,0.4793289370161721
82,0.10180094206657377
1301,0.010335580957051574
787,0.03477441111581187
583,0.2003401163043209
333,0.12701473271485758
610,0.03974184698186727
390,0.024453602550434383
1083,0.24429262638048033
2,0.19681617708636012
554,0.11115729311397336
85,0.05843028707036477
995,0.07403311045648997
107,0.2456041967622159
930,0.09622195106278017
1306,0.12948775409233768
1308,0.0726942209309161
489,0.06089981437733336
361,0.09927182134875265
1090,0.07392165947856016
80,0.09895592062601484
152,0.048342233526487054
1452,0.14391159460008626
1093,0.040673014938100535
231,0.008699776010381364
693,0.05081242484492966
96,0.08797863379605747
224,0.11184318085685808
948,0.09769033378466152
1015,0.21820745733012137
913,0.007519591345511394
445,0.017183286146310144
1,0.053172551520364014
425,0.05354601263403006
159,0.21439032532533217
1210,0.08515592335358434
227,0.045361359013989015
838,0.04130459092666847
1416,0.030985648129418022
161,0.25449962957233313
656,0.3647997306132471
308,0.06758882839016231
253,0.2727823823393663
1084,0.07091549300161422
113,0.25504465463857523
1292,0.2645558952744043
898,0.02194215123532554
295,0.1404190360705339
608,0.09535719410626928
175,0.11337511011670166
970,0.40292870396258523
45,0.022262288118745362
487,0.27880087504346057
1358,0.21425553862284968
55,0.036373787047046295
657,0.1648240503706813
1126,0.060823658950165525
254,0.18220131442668513
491,0.09738203457939695
867,0.009465568894723591
1396,0.2356076713234575
587,0.13388440377973132
863,0.16130371472804547
536,0.26851036265575123
619,0.04657112143982134
192,0.3970066228244199
1411,0.31060787373317367
1460,0.39907474014898947
1273,0.23968948676861848
1425,0.25832820421193214
574,0.16824495744133444
108,0.2805039074384062
651,0.054721583741914354
567,0.07235544172741641
728,0.06452714754821795
842,0.3091566349660666
426,0.06590357283711025
260,0.1534008263996244
580,0.2668961191876567
1021,0.40212519622207893
1173,0.1363609734522596
572,0.3952019780224897
679,0.17273880189407825
1349,0.3263312951634151
233,0.02608510742226023
303,0.23106983812963922
506,0.049972154388809996
364,0.14821687049447257
1100,0.2925019944154005
27,0.12912148654175193
1056,0.18473790868598672
317,0.15694067339047874
471,0.08155706568384988
907,0.022708550663152558
202,0.13654591065409935
1129,0.05795870771002927
1069,0.20851452322161013
1263,0.12396016986505624
381,0.2718906586235226
1137,0.515648698943641
914,0.040377336640368786
634,0.20751392880537134
184,0.16956594731701374
431,0.23872462953949578
1413,0.12573774620121989
1438,0.31464203395051515
1361,0.07617354874698878
326,0.037352159956737435
19,0.20470646982120275
726,0.16478406259791153
330,0.1321763223574761
353,0.09583382466591987
1074,0.1729207370210559
1360,0.3344711298783266
412,0.0851600033298717
1149,0.1665912257570864
649,0.06205635207279498
1279,0.18129436597243906
638,0.2765696153982508
18,0.012736244690810477
500,0.1908952709205173
1099,0.06676145897008405
1075,0.07843601403041188
53,0.13869879869763227
632,0.14590554362573954
874,0.09291464366522463
342,0.056585764620294944
47,0.3356999969502854
